赛事,比赛时间,主队,比分,客队,赛果,? ? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?,澳门盘口,盘路,大小,分析
英超,2017/12/30,哈德斯,0:0?(0:0),伯恩利,平,2.382.993.37,平手/半球,赢半,小,析
英超,2017/12/26,曼 联,2:2?(0:2),伯恩利,平,1.245.8613.03,球半/两球,赢,大,析
英超,2017/12/24,伯恩利,0:3?(0:1),热 刺,负,6.444.081.53,受一球,输,大,析
英超,2017/12/16,布赖顿,0:0?(0:0),伯恩利,平,2.512.903.24,平手/半球,赢半,小,析
英超,2017/12/13,伯恩利,1:0 (0:0),斯托克,胜,2.273.163.39,平手/半球,赢,小,析
英超,2017/12/9,伯恩利,1:0 (1:0),沃特福,胜,2.683.132.78,平手,赢,小,析
英超,2017/12/2,莱切城,1:0 (1:0),伯恩利,负,1.943.344.22,半球,输,小,析
英超,2017/11/30,伯恩茅,1:2?(0:1),伯恩利,胜,2.113.213.75,半球,赢,大,析
英超,2017/11/26,伯恩利,0:1?(0:0),阿森纳,负,5.864.181.55,受一球,走盘,小,析
英超,2017/11/18,伯恩利,2:0 (2:0),斯旺西,胜,2.163.053.82,平手/半球,赢,小,析
英超,2017/11/4,南安普,0:1?(0:0),伯恩利,胜,1.633.626.13,半球/一球,赢,小,析
英超,2017/10/31,伯恩利,1:0 (0:0),纽卡斯,胜,3.073.062.51,受平手/半球,赢,小,析
英超,2017/10/21,曼 城,3:0 (1:0),伯恩利,负,1.1010.2322.11,两球半,输,大,析
英超,2017/10/14,伯恩利,1:1?(0:1),西汉姆,平,2.803.182.63,平手,走盘,小,析
英超,2017/10/1,埃弗顿,0:1?(0:1),伯恩利,胜,1.683.655.44,半球/一球,赢,小,析
英超,2017/9/23,伯恩利,0:0?(0:0),哈德斯,平,2.273.143.42,平手/半球,输半,小,析
英联杯,2017/9/20,伯恩利,2:2?(0:0),利 兹,平,1.833.564.14,半球/一球,输,大,析
英超,2017/9/16,利物浦,1:1?(1:1),伯恩利,平,1.256.0311.67,球半/两球,赢,小,析
英超,2017/9/10,伯恩利,1:0 (1:0),水晶宫,胜,2.243.213.41,平手/半球,赢,小,析
球会友谊,2017/9/5,普雷斯,3:2 (3:2),伯恩利,负,2.593.602.20,,输,大,析
英超,2017/8/27,热 刺,1:1?(0:0),伯恩利,平,1.216.5513.98,两球,赢,小,析
英联杯,2017/8/24,布莱克,0:2?(0:2),伯恩利,胜,3.303.222.18,受半球,赢,小,析
英超,2017/8/19,伯恩利,0:1?(0:0),西布罗,负,2.543.053.02,平手,输,小,析
英超,2017/8/12,切尔西,2:3?(0:3),伯恩利,胜,1.275.5911.78,球半,赢,大,析
球会友谊,2017/8/2,伯恩利,2:2?(1:2),塞尔塔,平,2.583.242.49,平手,走盘,大,析
球会友谊,2017/7/29,诺丁汉,1:1?(1:0),伯恩利,平,3.183.512.00,,走盘,小,析
球会友谊,2017/7/26,普雷斯,1:2?(0:1),伯恩利,胜,3.443.501.91,,赢,大,析
球会友谊,2017/7/22,京达米,0:1?(0:1),伯恩利,胜,6.874.591.34,,赢,小,析
球会友谊,2017/7/15,伯恩利,4:0 (1:0),沙姆洛,胜,1.0511.8918.75,三球/三球半,赢,大,析
英超,2017/5/21,伯恩利,1:2?(1:1),西汉姆,负,2.293.423.09,平手/半球,输,大,析
英超,2017/5/13,伯恩茅,2:1 (1:0),伯恩利,负,1.863.684.10,半球,输,大,析
英超,2017/5/6,伯恩利,2:2?(0:0),西布罗,平,2.393.063.26,平手/半球,输半,大,析
英超,2017/4/30,水晶宫,0:2?(0:1),伯恩利,胜,1.783.494.92,半球,赢,小,析
英超,2017/4/23,伯恩利,0:2?(0:2),曼 联,负,5.533.611.69,受半球/一球,输,小,析
英超,2017/4/15,埃弗顿,3:1 (0:0),伯恩利,负,1.484.207.20,一球,输,大,析
英超,2017/4/8,米德尔,0:0?(0:0),伯恩利,平,2.433.093.15,平手/半球,赢半,小,析
英超,2017/4/5,伯恩利,1:0 (0:0),斯托克,胜,2.433.133.14,平手/半球,赢,小,析
英超,2017/4/1,伯恩利,0:2?(0:0),热 刺,负,5.173.731.70,受半球/一球,输,小,析
英超,2017/3/18,桑德兰,0:0?(0:0),伯恩利,平,2.483.173.01,平手,走盘,小,析
英超,2017/3/12,利物浦,2:1 (1:1),伯恩利,负,1.255.9812.02,球半/两球,赢,大,析
英超,2017/3/4,斯旺西,3:2 (1:1),伯恩利,负,1.963.324.15,半球,输,大,析
英超,2017/2/25,赫尔城,1:1?(0:0),伯恩利,平,2.113.223.74,平手/半球,赢半,小,析
英足总杯,2017/2/18,伯恩利,0:1?(0:0),林肯城,负,1.295.3010.18,球半/两球,输,小,析
英超,2017/2/12,伯恩利,1:1?(1:1),切尔西,平,7.984.441.43,受一球/球半,赢,小,析
英超,2017/2/4,沃特福,2:1 (2:0),伯恩利,负,2.093.223.82,半球,输,大,析
英超,2017/2/1,伯恩利,1:0 (0:0),莱切城,胜,2.863.182.56,平手,赢,小,析
英足总杯,2017/1/28,伯恩利,2:0 (1:0),布里斯,胜,1.663.725.12,半球/一球,赢,小,析
英超,2017/1/22,阿森纳,2:1 (0:0),伯恩利,负,1.206.8714.57,两球,赢,大,析
英足总杯,2017/1/18,伯恩利,2:0 (1:0),桑德兰,胜,1.863.544.08,半球,赢,小,析
英超,2017/1/14,伯恩利,1:0 (0:0),南安普,胜,4.073.322.00,受半球,赢,小,析
英足总杯,2017/1/7,桑德兰,0:0?(0:0),伯恩利,平,2.353.292.96,平手/半球,赢半,小,析
英超,2017/1/2,曼 城,2:1 (0:0),伯恩利,负,1.187.2615.70,两球,赢,大,析
英超,2016/12/31,伯恩利,4:1 (1:0),桑德兰,胜,2.313.233.22,平手/半球,赢,大,析
英超,2016/12/26,伯恩利,1:0 (0:0),米德尔,胜,2.863.032.68,平手,赢,小,析
英超,2016/12/18,热 刺,2:1 (1:1),伯恩利,负,1.206.5813.94,两球,赢,大,析
英超,2016/12/15,西汉姆,1:0 (1:0),伯恩利,负,1.663.845.34,半球/一球,输半,小,析
英超,2016/12/10,伯恩利,3:2 (2:1),伯恩茅,胜,3.273.232.30,受平手/半球,赢,大,析
英超,2016/12/3,斯托克,2:0 (2:0),伯恩利,负,1.593.886.07,一球,输,小,析
英超,2016/11/26,伯恩利,1:2?(1:1),曼 城,负,10.936.161.26,受球半/两球,赢,大,析
英超,2016/11/22,西布罗,4:0 (3:0),伯恩利,负,1.903.304.52,半球,输,大,析
英超,2016/11/5,伯恩利,3:2 (2:0),水晶宫,胜,3.343.202.29,受平手/半球,赢,大,析
英超,2016/10/29,曼 联,0:0?(0:0),伯恩利,平,1.226.1814.55,球半/两球,赢,小,析
英超,2016/10/22,伯恩利,2:1 (1:0),埃弗顿,胜,5.593.681.67,受半球/一球,赢,大,析
英超,2016/10/16,南安普,3:1 (0:0),伯恩利,负,1.344.8610.01,球半,输,大,析
英超,2016/10/2,伯恩利,0:1?(0:0),阿森纳,负,9.255.071.34,受球半,赢,小,析
英超,2016/9/27,伯恩利,2:0 (1:0),沃特福,胜,3.133.142.43,受平手/半球,赢,小,析
英超,2016/9/17,莱切城,3:0 (1:0),伯恩利,负,1.464.377.39,一球/球半,输,大,析
英超,2016/9/10,伯恩利,1:1?(0:0),赫尔城,平,2.473.083.10,平手/半球,输半,小,析
英超,2016/8/27,切尔西,3:0 (2:0),伯恩利,负,1.236.0013.63,球半/两球,输,大,析
英联杯,2016/8/25,阿克灵,0:0?(0:0),伯恩利,平,5.113.711.66,受半球/一球,输,小,析
英超,2016/8/20,伯恩利,2:0 (2:0),利物浦,胜,6.534.201.52,球半/两球,赢半,小,析
英超,2016/8/13,伯恩利,0:1?(0:0),斯旺西,负,2.643.132.84,平手,输,小,析
球会友谊,2016/8/6,伯恩利,1:1?(0:1),社 会,平,2.553.222.57,平手/半球,输半,小,析
球会友谊,2016/7/30,流浪者,1:3?(0:2),伯恩利,胜,2.503.352.51,平手,赢,大,析
球会友谊,2016/7/27,博尔顿,1:2?(0:1),伯恩利,胜,3.483.431.92,受半球,赢,大,析
球会友谊,2016/7/23,布拉德,1:4?(1:3),伯恩利,胜,3.393.391.96,,赢,大,析
球会友谊,2016/7/20,莫克姆,1:1?(0:0),伯恩利,平,5.204.321.47,,走盘,小,析
球会友谊,2016/7/16,尼奈斯,1:4?(1:3),伯恩利,胜,7.805.051.28,,赢,大,析
英冠,2016/5/7,查尔顿,0:3?(0:1),伯恩利,胜,5.934.131.51,受一球/球半,赢,大,析
英冠,2016/5/2,伯恩利,1:0 (0:0),巡游者,胜,1.384.538.22,一球/球半,输半,小,析
英冠,2016/4/23,普雷斯,0:1?(0:1),伯恩利,胜,3.783.321.98,受半球,赢,小,析
英冠,2016/4/20,伯恩利,1:1?(0:0),米德尔,平,2.843.022.59,平手,走盘,小,析
英超,2018/5/13,伯恩利,1:2?(1:0),伯恩茅,胜,2.303.403.11,平手/半球,赢,大,析
英超,2018/5/5,伯恩茅,1:0 (1:0),斯旺西,胜,2.043.473.70,半球,赢,小,析
英超,2018/4/28,南安普,2:1 (1:1),伯恩茅,负,1.683.974.90,半球/一球,输半,大,析
英超,2018/4/19,伯恩茅,0:2?(0:1),曼 联,负,4.443.771.79,受半球/一球,输,小,析
英超,2018/4/15,利物浦,3:0 (1:0),伯恩茅,负,1.226.7912.55,两球,输,大,析
英超,2018/4/7,伯恩茅,2:2?(0:0),水晶宫,平,2.483.432.82,平手/半球,输半,大,析
英超,2018/3/31,沃特福,2:2?(1:1),伯恩茅,平,2.263.393.20,平手/半球,赢半,大,析
英超,2018/3/17,伯恩茅,2:1 (0:0),西布罗,胜,1.833.564.48,半球,赢,大,析
英超,2018/3/11,伯恩茅,1:4?(1:1),热 刺,负,6.774.711.45,受一球/球半,输,大,析
英超,2018/3/3,莱切城,1:1?(0:1),伯恩茅,平,1.873.604.21,半球,赢,小,析
英超,2018/2/24,伯恩茅,2:2?(0:2),纽卡斯,平,2.023.463.75,半球,输,大,析
英超,2018/2/11,哈德斯,4:1 (2:1),伯恩茅,负,3.103.222.38,受平手/半球,输,大,析
英超,2018/2/3,伯恩茅,2:1 (0:1),斯托克,胜,1.883.604.15,半球,赢,大,析
英超,2018/2/1,切尔西,0:3?(0:0),伯恩茅,胜,1.325.299.50,球半,赢,大,析
英超,2018/1/20,西汉姆,1:1?(0:0),伯恩茅,平,2.153.403.44,平手/半球,赢半,小,析
英足总杯,2018/1/18,维 冈,3:0 (1:0),伯恩茅,负,2.893.372.39,受平手/半球,输,大,析
英超,2018/1/14,伯恩茅,2:1 (0:0),阿森纳,胜,3.893.751.92,受半球,赢,大,析
英足总杯,2018/1/6,伯恩茅,2:2?(0:2),维 冈,平,1.873.573.97,半球,输,大,析
英超,2018/1/1,布赖顿,2:2?(1:1),伯恩茅,平,2.373.063.28,平手/半球,赢半,大,析
英超,2017/12/30,伯恩茅,2:1 (1:0),埃弗顿,胜,2.363.163.19,平手/半球,赢,大,析
英超,2017/12/26,伯恩茅,3:3?(1:1),西汉姆,平,2.543.182.89,平手,走盘,大,析
英超,2017/12/23,曼 城,4:0 (1:0),伯恩茅,负,1.0911.0124.19,两球半/三球,输,大,析
英联杯,2017/12/21,切尔西,2:1 (1:0),伯恩茅,负,1.255.9810.82,球半/两球,赢,大,析
英超,2017/12/18,伯恩茅,0:4?(0:3),利物浦,负,6.114.611.49,受一球/球半,输,大,析
英超,2017/12/14,曼 联,1:0 (1:0),伯恩茅,负,1.256.1111.48,球半/两球,赢,小,析
英超,2017/12/9,水晶宫,2:2?(2:2),伯恩茅,平,1.943.493.99,半球,赢,大,析
英超,2017/12/3,伯恩茅,1:1?(1:0),南安普,平,3.143.202.39,受平手/半球,赢半,小,析
英超,2017/11/30,伯恩茅,1:2?(0:1),伯恩利,负,2.113.213.75,半球,输,大,析
英超,2017/11/25,斯旺西,0:0?(0:0),伯恩茅,平,2.743.172.66,平手,走盘,小,析
英超,2017/11/18,伯恩茅,4:0 (2:0),哈德斯,胜,1.793.484.84,半球/一球,赢,大,析
英超,2017/11/4,纽卡斯,0:1?(0:0),伯恩茅,胜,1.843.524.47,半球,赢,小,析
英超,2017/10/29,伯恩茅,0:1?(0:0),切尔西,负,5.594.171.58,受一球,走盘,小,析
英联杯,2017/10/25,伯恩茅,3:1 (0:0),米德尔,胜,1.753.614.55,半球/一球,赢,大,析
英超,2017/10/21,斯托克,1:2?(0:2),伯恩茅,胜,2.113.403.50,平手/半球,赢,大,析
英超,2017/10/14,热 刺,1:0 (0:0),伯恩茅,负,1.226.6712.08,球半/两球,赢,小,析
英超,2017/9/30,伯恩茅,0:0?(0:0),莱切城,平,2.613.382.68,平手,走盘,小,析
英超,2017/9/23,埃弗顿,2:1 (0:0),伯恩茅,负,1.743.674.92,半球/一球,输半,大,析
英联杯,2017/9/20,伯恩茅,0:0?(0:0),布赖顿,平,1.823.544.23,半球,输,小,析
英超,2017/9/16,伯恩茅,2:1 (0:0),布赖顿,胜,2.103.333.64,平手/半球,赢,大,析
英超,2017/9/9,阿森纳,3:0 (2:0),伯恩茅,负,1.315.728.81,球半/两球,输,大,析
英超,2017/8/26,伯恩茅,1:2?(1:1),曼 城,负,10.486.031.27,受球半/两球,赢,大,析
英联杯,2017/8/23,伯明翰,1:2?(1:0),伯恩茅,胜,3.243.412.12,受平手/半球,赢,大,析
英超,2017/8/19,伯恩茅,0:2?(0:0),沃特福,负,1.983.523.77,半球,输,小,析
英超,2017/8/12,西布罗,1:0 (1:0),伯恩茅,负,2.493.172.98,平手/半球,输,小,析
球会友谊,2017/8/7,伯恩茅,2:2?(0:1),那不勒,平,4.153.751.71,受半球/一球,赢,大,析
球会友谊,2017/8/3,约维尔,1:3?(1:2),伯恩茅,胜,7.294.611.34,受球半,赢,大,析
球会友谊,2017/7/30,伯恩茅,0:1?(0:0),巴伦西,负,2.853.332.26,平手,输,小,析
球会友谊,2017/7/29,巡游者,0:1?(0:1),伯恩茅,胜,2.593.372.41,,赢,小,析
球会友谊,2017/7/22,朴茨茅,1:2?(0:1),伯恩茅,胜,4.053.691.71,,赢,大,析
球会友谊,2017/7/16,埃斯托,1:2?(0:0),伯恩茅,胜,3.423.491.94,受平手/半球,赢,大,析
英超,2017/5/21,莱切城,1:1?(0:1),伯恩茅,平,1.744.054.39,半球/一球,赢,小,析
英超,2017/5/13,伯恩茅,2:1 (1:0),伯恩利,胜,1.863.684.10,半球,赢,大,析
英超,2017/5/6,伯恩茅,2:2?(0:1),斯托克,平,2.253.423.15,平手/半球,输半,大,析
英超,2017/4/29,桑德兰,0:1?(0:0),伯恩茅,胜,3.213.512.19,受平手/半球,赢,小,析
英超,2017/4/22,伯恩茅,4:0 (2:0),米德尔,胜,1.843.634.29,半球,赢,大,析
英超,2017/4/15,热 刺,4:0 (2:0),伯恩茅,负,1.236.5011.94,两球,输,大,析
英超,2017/4/9,伯恩茅,1:3?(1:2),切尔西,负,6.174.201.54,受一球,输,大,析
英超,2017/4/6,利物浦,2:2?(1:1),伯恩茅,平,1.404.847.87,一球/球半,赢,大,析
英超,2017/4/2,南安普,0:0?(0:0),伯恩茅,平,1.633.965.37,一球,赢,小,析
英超,2017/3/19,伯恩茅,2:0 (1:0),斯旺西,胜,2.103.423.57,平手/半球,赢,小,析
英超,2017/3/11,伯恩茅,3:2 (1:1),西汉姆,胜,2.493.392.82,平手,赢,大,析
英超,2017/3/4,曼 联,1:1?(1:1),伯恩茅,平,1.246.1512.29,球半/两球,赢,小,析
英超,2017/2/25,西布罗,2:1 (2:1),伯恩茅,负,2.103.303.71,平手/半球,输,大,析
英超,2017/2/14,伯恩茅,0:2?(0:1),曼 城,负,7.134.951.41,受一球/球半,输,小,析
英超,2017/2/4,埃弗顿,6:3 (3:0),伯恩茅,负,1.693.845.05,半球/一球,输,大,析
英超,2017/2/1,伯恩茅,0:2?(0:0),水晶宫,负,2.083.353.62,半球,输,小,析
英超,2017/1/21,伯恩茅,2:2?(0:1),沃特福,平,1.853.574.36,半球,输,大,析
英超,2017/1/14,赫尔城,3:1 (1:1),伯恩茅,负,3.043.362.36,受平手/半球,输,大,析
英足总杯,2017/1/7,米尔沃,3:0 (1:0),伯恩茅,负,3.843.581.89,受半球/一球,输,大,析
英超,2017/1/4,伯恩茅,3:3?(2:0),阿森纳,平,4.953.981.68,受半球/一球,赢,大,析
英超,2016/12/31,斯旺西,0:3?(0:2),伯恩茅,胜,2.573.312.77,平手,赢,大,析
英超,2016/12/26,切尔西,3:0 (1:0),伯恩茅,负,1.374.838.80,一球/球半,输,大,析
英超,2016/12/18,伯恩茅,1:3?(1:1),南安普,负,2.903.162.56,平手,输,大,析
英超,2016/12/14,伯恩茅,1:0 (1:0),莱切城,胜,2.293.373.16,平手/半球,赢,小,析
英超,2016/12/10,伯恩利,3:2 (2:1),伯恩茅,负,3.273.232.30,受平手/半球,输,大,析
英超,2016/12/4,伯恩茅,4:3 (0:2),利物浦,胜,4.843.921.70,受半球/一球,赢,大,析
英超,2016/11/27,阿森纳,3:1 (1:1),伯恩茅,负,1.365.098.56,球半,输,大,析
英超,2016/11/19,斯托克,0:1?(0:1),伯恩茅,胜,2.173.373.41,平手/半球,赢,小,析
英超,2016/11/5,伯恩茅,1:2?(1:1),桑德兰,负,1.604.095.51,一球,输,大,析
英超,2016/10/29,米德尔,2:0 (1:0),伯恩茅,负,2.483.093.08,平手/半球,输,小,析
英超,2016/10/22,伯恩茅,0:0?(0:0),热 刺,平,4.023.561.93,受半球,赢,小,析
英超,2016/10/15,伯恩茅,6:1 (3:1),赫尔城,胜,1.783.594.72,半球,赢,大,析
英超,2016/10/1,沃特福,2:2?(0:1),伯恩茅,平,2.383.243.09,平手/半球,赢半,大,析
英超,2016/9/24,伯恩茅,1:0 (1:0),埃弗顿,胜,3.323.382.20,受平手/半球,赢,小,析
英联杯,2016/9/21,伯恩茅,2:2?(0:1),普雷斯,平,1.504.136.25,一球,输,大,析
英超,2016/9/17,曼 城,4:0 (2:0),伯恩茅,负,1.256.1411.58,球半/两球,输,大,析
英超,2016/9/10,伯恩茅,1:0 (0:0),西布罗,胜,2.063.193.93,半球,赢,小,析
球会友谊,2016/9/3,伯恩茅,1:2?(0:0),AC米兰,负,2.693.232.46,,输,大,析
英超,2016/8/27,水晶宫,1:1?(0:1),伯恩茅,平,2.253.243.35,平手/半球,赢半,小,析
英联杯,2016/8/25,莫克姆,1:2?(1:1),伯恩茅,胜,9.255.441.29,受球半,输,大,析
英超,2016/8/21,西汉姆,1:0 (0:0),伯恩茅,负,2.253.323.33,平手/半球,输,小,析
英超,2016/8/14,伯恩茅,1:3?(0:1),曼 联,负,4.993.571.75,受半球/一球,输,大,析
球会友谊,2016/8/6,昂 热,0:1?(0:1),伯恩茅,胜,2.253.442.75,,赢,小,析
球会友谊,2016/8/4,伯恩茅,1:1?(0:1),巴伦西,平,2.833.302.31,平手,走盘,小,析
球会友谊,2016/7/30,伯恩茅,1:0 (1:0),加的夫,胜,1.743.644.04,半球,赢,小,析
球会友谊,2016/7/30,雷 丁,1:1?(0:1),伯恩茅,平,2.853.392.22,受平手/半球,输半,小,析
球会友谊,2016/7/23,朴茨茅,3:3?(2:1),伯恩茅,平,4.253.631.69,,走盘,大,析
球会友谊,2016/7/21,明尼苏达,0:4?(0:3),伯恩茅,胜,4.654.051.57,,赢,大,析
英超,2016/5/18,曼 联,3:1 (1:0),伯恩茅,负,1.494.456.59,一球/球半,输,大,析
英超,2016/5/7,伯恩茅,1:1?(0:1),西布罗,平,1.903.524.10,半球,输,小,析
英超,2018/5/13,伯恩利,1:2?(1:0),伯恩茅,胜,2.303.403.11,平手/半球,赢,大,析
英超,2018/5/5,伯恩茅,1:0 (1:0),斯旺西,胜,2.043.473.70,半球,赢,小,析
英超,2018/4/28,南安普,2:1 (1:1),伯恩茅,负,1.683.974.90,半球/一球,输半,大,析
英超,2018/4/19,伯恩茅,0:2?(0:1),曼 联,负,4.443.771.79,受半球/一球,输,小,析
英超,2018/4/15,利物浦,3:0 (1:0),伯恩茅,负,1.226.7912.55,两球,输,大,析
英超,2018/4/7,伯恩茅,2:2?(0:0),水晶宫,平,2.483.432.82,平手/半球,输半,大,析
英超,2018/3/31,沃特福,2:2?(1:1),伯恩茅,平,2.263.393.20,平手/半球,赢半,大,析
英超,2018/3/17,伯恩茅,2:1 (0:0),西布罗,胜,1.833.564.48,半球,赢,大,析
英超,2018/3/11,伯恩茅,1:4?(1:1),热 刺,负,6.774.711.45,受一球/球半,输,大,析
英超,2018/3/3,莱切城,1:1?(0:1),伯恩茅,平,1.873.604.21,半球,赢,小,析
英超,2018/2/24,伯恩茅,2:2?(0:2),纽卡斯,平,2.023.463.75,半球,输,大,析
英超,2018/2/11,哈德斯,4:1 (2:1),伯恩茅,负,3.103.222.38,受平手/半球,输,大,析
英超,2018/2/3,伯恩茅,2:1 (0:1),斯托克,胜,1.883.604.15,半球,赢,大,析
英超,2018/2/1,切尔西,0:3?(0:0),伯恩茅,胜,1.325.299.50,球半,赢,大,析
英超,2018/1/20,西汉姆,1:1?(0:0),伯恩茅,平,2.153.403.44,平手/半球,赢半,小,析
英足总杯,2018/1/18,维 冈,3:0 (1:0),伯恩茅,负,2.893.372.39,受平手/半球,输,大,析
英超,2018/1/14,伯恩茅,2:1 (0:0),阿森纳,胜,3.893.751.92,受半球,赢,大,析
英足总杯,2018/1/6,伯恩茅,2:2?(0:2),维 冈,平,1.873.573.97,半球,输,大,析
英超,2018/1/1,布赖顿,2:2?(1:1),伯恩茅,平,2.373.063.28,平手/半球,赢半,大,析
英超,2017/12/30,伯恩茅,2:1 (1:0),埃弗顿,胜,2.363.163.19,平手/半球,赢,大,析
英超,2017/12/26,伯恩茅,3:3?(1:1),西汉姆,平,2.543.182.89,平手,走盘,大,析
英超,2017/12/23,曼 城,4:0 (1:0),伯恩茅,负,1.0911.0124.19,两球半/三球,输,大,析
英联杯,2017/12/21,切尔西,2:1 (1:0),伯恩茅,负,1.255.9810.82,球半/两球,赢,大,析
英超,2017/12/18,伯恩茅,0:4?(0:3),利物浦,负,6.114.611.49,受一球/球半,输,大,析
英超,2017/12/14,曼 联,1:0 (1:0),伯恩茅,负,1.256.1111.48,球半/两球,赢,小,析
英超,2017/12/9,水晶宫,2:2?(2:2),伯恩茅,平,1.943.493.99,半球,赢,大,析
英超,2017/12/3,伯恩茅,1:1?(1:0),南安普,平,3.143.202.39,受平手/半球,赢半,小,析
英超,2017/11/30,伯恩茅,1:2?(0:1),伯恩利,负,2.113.213.75,半球,输,大,析
英超,2017/11/25,斯旺西,0:0?(0:0),伯恩茅,平,2.743.172.66,平手,走盘,小,析
英超,2017/11/18,伯恩茅,4:0 (2:0),哈德斯,胜,1.793.484.84,半球/一球,赢,大,析
英超,2017/11/4,纽卡斯,0:1?(0:0),伯恩茅,胜,1.843.524.47,半球,赢,小,析
英超,2017/10/29,伯恩茅,0:1?(0:0),切尔西,负,5.594.171.58,受一球,走盘,小,析
英联杯,2017/10/25,伯恩茅,3:1 (0:0),米德尔,胜,1.753.614.55,半球/一球,赢,大,析
英超,2017/10/21,斯托克,1:2?(0:2),伯恩茅,胜,2.113.403.50,平手/半球,赢,大,析
英超,2017/10/14,热 刺,1:0 (0:0),伯恩茅,负,1.226.6712.08,球半/两球,赢,小,析
英超,2017/9/30,伯恩茅,0:0?(0:0),莱切城,平,2.613.382.68,平手,走盘,小,析
英超,2017/9/23,埃弗顿,2:1 (0:0),伯恩茅,负,1.743.674.92,半球/一球,输半,大,析
英联杯,2017/9/20,伯恩茅,0:0?(0:0),布赖顿,平,1.823.544.23,半球,输,小,析
英超,2017/9/16,伯恩茅,2:1 (0:0),布赖顿,胜,2.103.333.64,平手/半球,赢,大,析
英超,2017/9/9,阿森纳,3:0 (2:0),伯恩茅,负,1.315.728.81,球半/两球,输,大,析
英超,2017/8/26,伯恩茅,1:2?(1:1),曼 城,负,10.486.031.27,受球半/两球,赢,大,析
英联杯,2017/8/23,伯明翰,1:2?(1:0),伯恩茅,胜,3.243.412.12,受平手/半球,赢,大,析
英超,2017/8/19,伯恩茅,0:2?(0:0),沃特福,负,1.983.523.77,半球,输,小,析
英超,2017/8/12,西布罗,1:0 (1:0),伯恩茅,负,2.493.172.98,平手/半球,输,小,析
球会友谊,2017/8/7,伯恩茅,2:2?(0:1),那不勒,平,4.153.751.71,受半球/一球,赢,大,析
球会友谊,2017/8/3,约维尔,1:3?(1:2),伯恩茅,胜,7.294.611.34,受球半,赢,大,析
球会友谊,2017/7/30,伯恩茅,0:1?(0:0),巴伦西,负,2.853.332.26,平手,输,小,析
球会友谊,2017/7/29,巡游者,0:1?(0:1),伯恩茅,胜,2.593.372.41,,赢,小,析
球会友谊,2017/7/22,朴茨茅,1:2?(0:1),伯恩茅,胜,4.053.691.71,,赢,大,析
球会友谊,2017/7/16,埃斯托,1:2?(0:0),伯恩茅,胜,3.423.491.94,受平手/半球,赢,大,析
英超,2017/5/21,莱切城,1:1?(0:1),伯恩茅,平,1.744.054.39,半球/一球,赢,小,析
英超,2017/5/13,伯恩茅,2:1 (1:0),伯恩利,胜,1.863.684.10,半球,赢,大,析
英超,2017/5/6,伯恩茅,2:2?(0:1),斯托克,平,2.253.423.15,平手/半球,输半,大,析
英超,2017/4/29,桑德兰,0:1?(0:0),伯恩茅,胜,3.213.512.19,受平手/半球,赢,小,析
英超,2017/4/22,伯恩茅,4:0 (2:0),米德尔,胜,1.843.634.29,半球,赢,大,析
英超,2017/4/15,热 刺,4:0 (2:0),伯恩茅,负,1.236.5011.94,两球,输,大,析
英超,2017/4/9,伯恩茅,1:3?(1:2),切尔西,负,6.174.201.54,受一球,输,大,析
英超,2017/4/6,利物浦,2:2?(1:1),伯恩茅,平,1.404.847.87,一球/球半,赢,大,析
英超,2017/4/2,南安普,0:0?(0:0),伯恩茅,平,1.633.965.37,一球,赢,小,析
英超,2017/3/19,伯恩茅,2:0 (1:0),斯旺西,胜,2.103.423.57,平手/半球,赢,小,析
英超,2017/3/11,伯恩茅,3:2 (1:1),西汉姆,胜,2.493.392.82,平手,赢,大,析
英超,2017/3/4,曼 联,1:1?(1:1),伯恩茅,平,1.246.1512.29,球半/两球,赢,小,析
